src	trg	weight
Eric Clapton	Ringo Starr	5.4794920563145615
Eric Clapton	Sting (musician)	5.4794920563145615
Eric Clapton	Fleetwood Mac	5.4794920563145615
Eric Clapton	Toto (band)	5.4794920563145615
Eric Clapton	Joe Walsh	5.4794920563145615
Eric Clapton	The Lovin' Spoonful	5.4794920563145615
Eric Clapton	Tom Petty	5.4794920563145615
Eric Clapton	Stevie Ray Vaughan	5.4794920563145615
Eric Clapton	John Mayall	5.4794920563145615
Eric Clapton	Paul McCartney	5.4794920563145615
Eric Clapton	Herman's Hermits	5.4794920563145615
Eric Clapton	Tracy Chapman	5.4794920563145615
Eric Clapton	Manfred Mann	5.4794920563145615
Eric Clapton	rock music	5.4794920563145615
Eric Clapton	Genesis (band)	5.4794920563145615
Eric Clapton	Jethro Tull (band)	5.4794920563145615
Eric Clapton	The Band	5.4794920563145615
Eric Clapton	Rush (band)	5.4794920563145615
Eric Clapton	George Harrison	5.4794920563145615
Eric Clapton	The Doobie Brothers	5.4794920563145615
Eric Clapton	The Who	5.4794920563145615
Eric Clapton	The Rolling Stones	5.4794920563145615
Eric Clapton	Lenny Kravitz	5.4794920563145615
Eric Clapton	John Mayall & the Bluesbreakers	5.4794920563145615
Eric Clapton	No Doubt	5.4794920563145615
Eric Clapton	Traffic (band)	5.4794920563145615
Eric Clapton	Tom Petty and the Heartbreakers	5.4794920563145615
Eric Clapton	Kiss (band)	5.4794920563145615
Europe (band)	Journey (band)	1.381936784528583
Europe (band)	Soundgarden	1.381936784528583
Europe (band)	The Boxtones	1.381936784528583
Europe (band)	Led Zeppelin	1.381936784528583
Europe (band)	Pearl Jam	1.381936784528583
Europe (band)	Whitesnake	1.381936784528583
Europe (band)	Metallica	1.381936784528583
Europe (band)	Tesla (band)	1.381936784528583
Europe (band)	FireHouse	1.381936784528583
Europe (band)	Skid Row (American band)	1.381936784528583
Europe (band)	Thin Lizzy	1.381936784528583
Europe (band)	Pink Floyd	1.381936784528583
Europe (band)	Nirvana (band)	1.381936784528583
Europe (band)	Rainbow (rock band)	1.381936784528583
Europe (band)	Foreigner (band)	1.381936784528583
Evanescence	Soundgarden	1.802787237109782
Evanescence	Nine Inch Nails	1.802787237109782
Evanescence	rock music	1.802787237109782
Evanescence	Stone Sour	1.802787237109782
Evanescence	The Smashing Pumpkins	1.802787237109782
Evanescence	Korn	1.802787237109782
Evanescence	Godsmack	1.802787237109782
Evanescence	Pantera	1.802787237109782
Evanescence	Muse (band)	1.802787237109782
Evanescence	Guns N' Roses	1.802787237109782
Evanescence	The Pretty Reckless	1.802787237109782
Evanescence	Foo Fighters	1.802787237109782
Evanescence	Three Days Grace	1.802787237109782
Evanescence	Garbage (band)	1.802787237109782
Evanescence	Seether	1.802787237109782
Evanescence	Velvet Revolver	1.802787237109782
Evanescence	System of a Down	1.802787237109782
Evanescence	Finger Eleven	1.802787237109782
Evanescence	Fleetwood Mac	1.802787237109782
Evanescence	Halestorm	1.802787237109782
Evanescence	Nirvana (band)	1.802787237109782
Everclear (band)	Tom Petty	1.8345323602198538
Everclear (band)	Pixies (band)	1.8345323602198538
Everclear (band)	Green Day	1.8345323602198538
Everclear (band)	Filter (band)	1.8345323602198538
Everclear (band)	Sonic Youth	1.8345323602198538
Everclear (band)	White Zombie (band)	1.8345323602198538
Everclear (band)	X (American band)	1.8345323602198538
Everclear (band)	Matchbox Twenty	1.8345323602198538
Everclear (band)	Van Morrison	1.8345323602198538
Everclear (band)	Live (band)	1.8345323602198538
Everclear (band)	Stone Temple Pilots	1.8345323602198538
Everclear (band)	Fuel (band)	1.8345323602198538
Everclear (band)	Gin Blossoms	1.8345323602198538
Everclear (band)	Nirvana (band)	1.8345323602198538
Everclear (band)	Godsmack	1.8345323602198538
Everlast	Rage Against the Machine	1.080062580957738
Everlast	Tom Petty	1.080062580957738
Everlast	Limp Bizkit	1.080062580957738
Everlast	Run-DMC	1.080062580957738
Everlast	The Rolling Stones	1.080062580957738
Everlast	Ramones	1.080062580957738
Everlast	Santana (band)	1.080062580957738
Everlast	Neil Young	1.080062580957738
Extreme (band)	Van Halen	1.0702656013887395
Extreme (band)	Jane's Addiction	1.0702656013887395
Extreme (band)	Queen (band)	1.0702656013887395
Extreme (band)	Ratt	1.0702656013887395
Extreme (band)	Red Hot Chili Peppers	1.0702656013887395
Extreme (band)	Living Colour	1.0702656013887395
Extreme (band)	The J. Geils Band	1.0702656013887395
Faces (band)	Rod Stewart	1.0287740397353804
Faces (band)	Sex Pistols	1.0287740397353804
Faces (band)	The Rolling Stones	1.0287740397353804
Faces (band)	Small Faces	1.0287740397353804
Faces (band)	Yes (band)	1.0287740397353804
Faces (band)	Joe Walsh	1.0287740397353804
Faces (band)	The Who	1.0287740397353804
Faces (band)	Foreigner (band)	1.0287740397353804
Faith No More	The Cure	2.447325782669667
Faith No More	Five Finger Death Punch	2.447325782669667
Faith No More	Soundgarden	2.447325782669667
Faith No More	Led Zeppelin	2.447325782669667
Faith No More	Hoobastank	2.447325782669667
Faith No More	The Verve	2.447325782669667
Faith No More	Hole (band)	2.447325782669667
Faith No More	Stone Sour	2.447325782669667
Faith No More	rock music	2.447325782669667
Faith No More	Our Lady Peace	2.447325782669667
Faith No More	Korn	2.447325782669667
Faith No More	Paramore	2.447325782669667
Faith No More	Pantera	2.447325782669667
Faith No More	Slipknot (band)	2.447325782669667
Faith No More	Limp Bizkit	2.447325782669667
Faith No More	Red Hot Chili Peppers	2.447325782669667
Faith No More	Ozzy Osbourne	2.447325782669667
Faith No More	Guns N' Roses	2.447325782669667
Faith No More	Metallica	2.447325782669667
Faith No More	Primus (band)	2.447325782669667
Faith No More	Run-DMC	2.447325782669667
Faith No More	Papa Roach	2.447325782669667
Faith No More	Robert Plant	2.447325782669667
Faith No More	Incubus (band)	2.447325782669667
Faith No More	Staind	2.447325782669667
Faith No More	Velvet Revolver	2.447325782669667
Faith No More	System of a Down	2.447325782669667
Faith No More	Ghost (Swedish band)	2.447325782669667
Faith No More	Tool (band)	2.447325782669667
Faith No More	Nirvana (band)	2.447325782669667
Faith No More	Killswitch Engage	2.447325782669667
Faith No More	Third Eye Blind	2.447325782669667
Fall Out Boy	Keane (band)	2.4973502709034694
Fall Out Boy	Weezer	2.4973502709034694
Fall Out Boy	Green Day	2.4973502709034694
Fall Out Boy	The Kinks	2.4973502709034694
Fall Out Boy	Heart (band)	2.4973502709034694
Fall Out Boy	John Mayer	2.4973502709034694
Fall Out Boy	The All-American Rejects	2.4973502709034694
Fall Out Boy	rock music	2.4973502709034694
Fall Out Boy	The Smashing Pumpkins	2.4973502709034694
Fall Out Boy	Panic! at the Disco	2.4973502709034694
Fall Out Boy	Ramones	2.4973502709034694
Fall Out Boy	Paramore	2.4973502709034694
Fall Out Boy	The Who	2.4973502709034694
Fall Out Boy	The Cab	2.4973502709034694
Fall Out Boy	Pantera	2.4973502709034694
Fall Out Boy	Good Charlotte	2.4973502709034694
Fall Out Boy	Twenty One Pilots	2.4973502709034694
Fall Out Boy	Sex Pistols	2.4973502709034694
Fall Out Boy	The Rolling Stones	2.4973502709034694
Fall Out Boy	Guns N' Roses	2.4973502709034694
Fall Out Boy	Metallica	2.4973502709034694
Fall Out Boy	My Chemical Romance	2.4973502709034694
Fats Domino	Tom Petty	1.314044048039357
Fats Domino	Led Zeppelin	1.314044048039357
Fats Domino	The Rolling Stones	1.314044048039357
Fats Domino	Lenny Kravitz	1.314044048039357
Fats Domino	Little Richard	1.314044048039357
Fats Domino	Paul McCartney	1.314044048039357
Fats Domino	The Beatles	1.314044048039357
Fats Domino	Neil Young	1.314044048039357
Fats Domino	rock music	1.314044048039357
Fats Domino	John Lennon	1.314044048039357
Fats Domino	Robert Plant	1.314044048039357
Fats Domino	The Monkees	1.314044048039357
Fats Domino	Tom Petty and the Heartbreakers	1.314044048039357
Filter (band)	Pantera	1.6317422861203608
Filter (band)	Soundgarden	1.6317422861203608
Filter (band)	Limp Bizkit	1.6317422861203608
Filter (band)	Harry Nilsson	1.6317422861203608
Filter (band)	White Zombie (band)	1.6317422861203608
Filter (band)	Nine Inch Nails	1.6317422861203608
Filter (band)	ZZ Top	1.6317422861203608
Filter (band)	Thirty Seconds to Mars	1.6317422861203608
Filter (band)	rock music	1.6317422861203608
Filter (band)	The Smashing Pumpkins	1.6317422861203608
Filter (band)	Stone Temple Pilots	1.6317422861203608
Filter (band)	Live (band)	1.6317422861203608
Filter (band)	Korn	1.6317422861203608
Filter (band)	Fuel (band)	1.6317422861203608
Filter (band)	Tool (band)	1.6317422861203608
Filter (band)	Rob Zombie	1.6317422861203608
Finger Eleven	Thousand Foot Krutch	1.3342958088738044
Finger Eleven	Pop Evil	1.3342958088738044
Finger Eleven	Papa Roach	1.3342958088738044
Finger Eleven	Three Days Grace	1.3342958088738044
Finger Eleven	Sum 41	1.3342958088738044
Finger Eleven	Seether	1.3342958088738044
Finger Eleven	Kid Rock	1.3342958088738044
Finger Eleven	Our Lady Peace	1.3342958088738044
Finger Eleven	Staind	1.3342958088738044
Finger Eleven	Nickelback	1.3342958088738044
Finger Eleven	The Tragically Hip	1.3342958088738044
Finger Eleven	Fuel (band)	1.3342958088738044
FireHouse	Ratt	1.069804774688604
FireHouse	Quiet Riot	1.069804774688604
FireHouse	Led Zeppelin	1.069804774688604
FireHouse	Pearl Jam	1.069804774688604
FireHouse	Ozzy Osbourne	1.069804774688604
FireHouse	Santana (band)	1.069804774688604
FireHouse	Warrant (American band)	1.069804774688604
FireHouse	Heart (band)	1.069804774688604
Five Finger Death Punch	Pantera	1.396603318657198
Five Finger Death Punch	Godsmack	1.396603318657198
Five Finger Death Punch	W.A.S.P. (band)	1.396603318657198
Five Finger Death Punch	The Offspring	1.396603318657198
Five Finger Death Punch	Papa Roach	1.396603318657198
Five Finger Death Punch	Marilyn Manson	1.396603318657198
Five Finger Death Punch	Shinedown	1.396603318657198
Five Finger Death Punch	Queen (band)	1.396603318657198
Five Finger Death Punch	Megadeth	1.396603318657198
Five Finger Death Punch	Iron Maiden	1.396603318657198
Five Finger Death Punch	Korn	1.396603318657198
Five Finger Death Punch	Marilyn Manson (band)	1.396603318657198
Five Finger Death Punch	Tool (band)	1.396603318657198
Five Finger Death Punch	Killswitch Engage	1.396603318657198
Five Finger Death Punch	Lamb of God (band)	1.396603318657198
Five Finger Death Punch	Rob Zombie	1.396603318657198
Five Finger Death Punch	Trivium (band)	1.396603318657198
Five Finger Death Punch	Pop Evil	1.396603318657198
Five for Fighting	Tom Petty	1.6698939670618853
Five for Fighting	Queen (band)	1.6698939670618853
Five for Fighting	REO Speedwagon	1.6698939670618853
Five for Fighting	Whitesnake	1.6698939670618853
Five for Fighting	Nirvana (band)	1.6698939670618853
Five for Fighting	Pat Benatar	1.6698939670618853
Five for Fighting	Montgomery Gentry	1.6698939670618853
Five for Fighting	The All-American Rejects	1.6698939670618853
Fleetwood Mac	Oasis (band)	5.158324900482
Fleetwood Mac	Linda Ronstadt	5.158324900482
Fleetwood Mac	Meat Loaf	5.158324900482
Fleetwood Mac	John Mayall	5.158324900482
Fleetwood Mac	Sheryl Crow	5.158324900482
Fleetwood Mac	Stevie Nicks	5.158324900482
Fleetwood Mac	Pat Benatar	5.158324900482
Fleetwood Mac	Nine Inch Nails	5.158324900482
Fleetwood Mac	Florence and the Machine	5.158324900482
Fleetwood Mac	Hole (band)	5.158324900482
Fleetwood Mac	rock music	5.158324900482
Fleetwood Mac	Rod Stewart	5.158324900482
Fleetwood Mac	Live (band)	5.158324900482
Fleetwood Mac	Jimi Hendrix	5.158324900482
Fleetwood Mac	George Harrison	5.158324900482
Fleetwood Mac	Peter Frampton	5.158324900482
Fleetwood Mac	Vampire Weekend	5.158324900482
Fleetwood Mac	The Alan Parsons Project	5.158324900482
Fleetwood Mac	Men at Work	5.158324900482
Fleetwood Mac	Kenny Loggins	5.158324900482
Fleetwood Mac	The Rolling Stones	5.158324900482
Fleetwood Mac	REO Speedwagon	5.158324900482
Fleetwood Mac	Santana (band)	5.158324900482
Fleetwood Mac	Whitesnake	5.158324900482
Fleetwood Mac	Manfred Mann Chapter Three	5.158324900482
Fleetwood Mac	The Beatles	5.158324900482
Fleetwood Mac	Steve Winwood	5.158324900482
Fleetwood Mac	Little River Band	5.158324900482
Fleetwood Mac	The Beach Boys	5.158324900482
Fleetwood Mac	John Mayall & the Bluesbreakers	5.158324900482
Fleetwood Mac	Robert Plant	5.158324900482
Fleetwood Mac	Status Quo (band)	5.158324900482
Fleetwood Mac	Joe Walsh	5.158324900482
Fleetwood Mac	Traffic (band)	5.158324900482
Fleetwood Mac	Tom Petty and the Heartbreakers	5.158324900482
Flogging Molly	The Clash	1.090323817452299
Flogging Molly	Weezer	1.090323817452299
Flogging Molly	Green Day	1.090323817452299
Flogging Molly	Social Distortion	1.090323817452299
Flogging Molly	The All-American Rejects	1.090323817452299
Flogging Molly	The Offspring	1.090323817452299
Flogging Molly	Rise Against	1.090323817452299
Florence and the Machine	Foster the People	1.753494574740067
Florence and the Machine	rock music	1.753494574740067
Florence and the Machine	The Boxtones	1.753494574740067
Florence and the Machine	Stevie Nicks	1.753494574740067
Florence and the Machine	Jefferson Airplane	1.753494574740067
Florence and the Machine	The Black Keys	1.753494574740067
Florence and the Machine	Foo Fighters	1.753494574740067
Florence and the Machine	U2	1.753494574740067
Flyleaf (band)	Jane's Addiction	1.3363873668339599
Flyleaf (band)	Skillet (band)	1.3363873668339599
Flyleaf (band)	Thousand Foot Krutch	1.3363873668339599
Flyleaf (band)	P.O.D.	1.3363873668339599
Flyleaf (band)	Three Days Grace	1.3363873668339599
Flyleaf (band)	Stone Sour	1.3363873668339599
Flyleaf (band)	rock music	1.3363873668339599
Flyleaf (band)	Shinedown	1.3363873668339599
Flyleaf (band)	Seether	1.3363873668339599
Flyleaf (band)	Staind	1.3363873668339599
Flyleaf (band)	Korn	1.3363873668339599
Foals (band)	The Cure	1.0460919797440213
Foals (band)	Radiohead	1.0460919797440213
Foals (band)	Paramore	1.0460919797440213
Foals (band)	Nine Inch Nails	1.0460919797440213
Foals (band)	Talking Heads	1.0460919797440213
Foo Fighters	The White Stripes	6.438408473126024
Foo Fighters	Heart (band)	6.438408473126024
Foo Fighters	The Offspring	6.438408473126024
Foo Fighters	Queen (band)	6.438408473126024
Foo Fighters	Pink Floyd	6.438408473126024
Foo Fighters	Ramones	6.438408473126024
Foo Fighters	Yes (band)	6.438408473126024
Foo Fighters	Paramore	6.438408473126024
Foo Fighters	Phil Collins	6.438408473126024
Foo Fighters	Pantera	6.438408473126024
Foo Fighters	Twenty One Pilots	6.438408473126024
Foo Fighters	Pearl Jam	6.438408473126024
Foo Fighters	Jimmy Eat World	6.438408473126024
Foo Fighters	The Beatles	6.438408473126024
Foo Fighters	Royal Blood (band)	6.438408473126024
Foo Fighters	Incubus (band)	6.438408473126024
Foo Fighters	Ghost (Swedish band)	6.438408473126024
Foo Fighters	Hinder	6.438408473126024
Foo Fighters	Joe Walsh	6.438408473126024
Foo Fighters	Sam Fender	6.438408473126024
Foo Fighters	Jane's Addiction	6.438408473126024
Foo Fighters	Tom Petty	6.438408473126024
Foo Fighters	Soundgarden	6.438408473126024
Foo Fighters	Weezer	6.438408473126024
Foo Fighters	Led Zeppelin	6.438408473126024
Foo Fighters	Paul McCartney	6.438408473126024
Foo Fighters	Nine Inch Nails	6.438408473126024
Foo Fighters	rock music	6.438408473126024
Foo Fighters	Our Lady Peace	6.438408473126024
Foo Fighters	Jeff Buckley	6.438408473126024
Foo Fighters	Rush (band)	6.438408473126024
Foo Fighters	John Fogerty	6.438408473126024
Foo Fighters	The Doors	6.438408473126024
Foo Fighters	Queens of the Stone Age	6.438408473126024
Foo Fighters	Kaiser Chiefs	6.438408473126024
Foo Fighters	Sum 41	6.438408473126024
Foo Fighters	Social Distortion	6.438408473126024
Foo Fighters	Mumford & Sons	6.438408473126024
Foo Fighters	Nirvana (band)	6.438408473126024
Foo Fighters	Tenacious D	6.438408473126024
Foo Fighters	Tom Petty and the Heartbreakers	6.438408473126024
Foo Fighters	Rise Against	6.438408473126024
Foreigner (band)	New York Dolls	3.2529176486119096
Foreigner (band)	The Outfield	3.2529176486119096
Foreigner (band)	Led Zeppelin	3.2529176486119096
Foreigner (band)	Small Faces	3.2529176486119096
Foreigner (band)	The Sweet	3.2529176486119096
Foreigner (band)	Heart (band)	3.2529176486119096
Foreigner (band)	Train (band)	3.2529176486119096
Foreigner (band)	Van Halen	3.2529176486119096
Foreigner (band)	rock music	3.2529176486119096
Foreigner (band)	Rod Stewart	3.2529176486119096
Foreigner (band)	Steve Miller Band	3.2529176486119096
Foreigner (band)	Phil Collins	3.2529176486119096
Foreigner (band)	Kansas (band)	3.2529176486119096
Foreigner (band)	Peter Frampton	3.2529176486119096
Foreigner (band)	The Doobie Brothers	3.2529176486119096
Foreigner (band)	Journey (band)	3.2529176486119096
Foreigner (band)	Whitesnake	3.2529176486119096
Foreigner (band)	The Cult	3.2529176486119096
Foreigner (band)	Ted Nugent	3.2529176486119096
Foreigner (band)	Kid Rock	3.2529176486119096
Foreigner (band)	Styx (band)	3.2529176486119096
Foreigner (band)	Starship (band)	3.2529176486119096
Foreigner (band)	Kiss (band)	3.2529176486119096
Foster the People	Imagine Dragons	1.0097841907140777
Foster the People	The Beach Boys	1.0097841907140777
Frank Zappa	Parliament-Funkadelic	3.750628902324614
Frank Zappa	Led Zeppelin	3.750628902324614
Frank Zappa	Linda Ronstadt	3.750628902324614
Frank Zappa	Paul McCartney	3.750628902324614
Frank Zappa	Twisted Sister	3.750628902324614
Frank Zappa	rock music	3.750628902324614
Frank Zappa	Genesis (band)	3.750628902324614
Frank Zappa	Jethro Tull (band)	3.750628902324614
Frank Zappa	Simon & Garfunkel	3.750628902324614
Frank Zappa	Slade	3.750628902324614
Frank Zappa	Sublime (band)	3.750628902324614
Frank Zappa	Yes (band)	3.750628902324614
Frank Zappa	Jeff Buckley	3.750628902324614
Frank Zappa	Jimi Hendrix	3.750628902324614
Frank Zappa	Phil Collins	3.750628902324614
Frank Zappa	Journey (band)	3.750628902324614
Frank Zappa	Men at Work	3.750628902324614
Frank Zappa	Harry Nilsson	3.750628902324614
Frank Zappa	Roxy Music	3.750628902324614
Frank Zappa	Whitesnake	3.750628902324614
Frank Zappa	Living Colour	3.750628902324614
Frank Zappa	Jefferson Airplane	3.750628902324614
Frank Zappa	The Beatles	3.750628902324614
Frank Zappa	Primus (band)	3.750628902324614
Frank Zappa	The Beach Boys	3.750628902324614
Frank Zappa	The Mothers of Invention	3.750628902324614
Frank Zappa	John Mayall & the Bluesbreakers	3.750628902324614
Frank Zappa	Ted Nugent	3.750628902324614
Frank Zappa	John Lennon	3.750628902324614
Frank Zappa	Ringo Starr	3.750628902324614
Frank Zappa	System of a Down	3.750628902324614
Frank Zappa	Steve Vai	3.750628902324614
Frank Zappa	Sting (musician)	3.750628902324614
Frank Zappa	Grand Funk Railroad	3.750628902324614
Franz Ferdinand (band)	Sex Pistols	1.9870589338556082
Franz Ferdinand (band)	Green Day	1.9870589338556082
Franz Ferdinand (band)	The Rolling Stones	1.9870589338556082
Franz Ferdinand (band)	The Cardigans	1.9870589338556082
Franz Ferdinand (band)	Roxy Music	1.9870589338556082
Franz Ferdinand (band)	The Smiths	1.9870589338556082
Franz Ferdinand (band)	Morrissey	1.9870589338556082
Franz Ferdinand (band)	Travis (band)	1.9870589338556082
Franz Ferdinand (band)	Kaiser Chiefs	1.9870589338556082
Franz Ferdinand (band)	Talking Heads	1.9870589338556082
Franz Ferdinand (band)	The Strokes	1.9870589338556082
Franz Ferdinand (band)	rock music	1.9870589338556082
Franz Ferdinand (band)	The Who	1.9870589338556082
Fuel (band)	Shinedown	1.2030055751724582
Fuel (band)	Puddle of Mudd	1.2030055751724582
Fuel (band)	Pearl Jam	1.2030055751724582
Fuel (band)	Saving Abel	1.2030055751724582
Fuel (band)	Godsmack	1.2030055751724582
Fuel (band)	Volbeat	1.2030055751724582
Fuel (band)	Saliva (band)	1.2030055751724582
Fun (band)	My Chemical Romance	1.017045719263339
Fun (band)	Paramore	1.017045719263339
Fun (band)	Queen (band)	1.017045719263339
Fun (band)	Panic! at the Disco	1.017045719263339
Fun (band)	Nickelback	1.017045719263339
Funkadelic	Parliament-Funkadelic	1.0790009392588165
Funkadelic	Parliament (band)	1.0790009392588165
Funkadelic	Jimi Hendrix	1.0790009392588165
Funkadelic	Sly and the Family Stone	1.0790009392588165
Garbage (band)	Jane's Addiction	1.400579027578538
Garbage (band)	Green Day	1.400579027578538
Garbage (band)	Roxy Music	1.400579027578538
Garbage (band)	Jimmy Eat World	1.400579027578538
Garbage (band)	T. Rex (band)	1.400579027578538
Garbage (band)	Nine Inch Nails	1.400579027578538
Garbage (band)	The Smashing Pumpkins	1.400579027578538
Garbage (band)	The Velvet Underground	1.400579027578538
Garbage (band)	Live (band)	1.400579027578538
Garbage (band)	Our Lady Peace	1.400579027578538
Garbage (band)	Marilyn Manson (band)	1.400579027578538
Garbage (band)	Nirvana (band)	1.400579027578538
Garbage (band)	The Pretenders	1.400579027578538
Garbage (band)	Midnight Oil	1.400579027578538
Garbage (band)	U2	1.400579027578538
Gary Glitter	Oasis (band)	1.0986121844785892
Gary Glitter	rock music	1.0986121844785892
Gary Glitter	Slade	1.0986121844785892
Gary Glitter	The Sweet	1.0986121844785892
Gary Glitter	Yes (band)	1.0986121844785892
Gary Glitter	Gene Vincent	1.0986121844785892
Gary Glitter	T. Rex (band)	1.0986121844785892
Gary Glitter	Joan Jett	1.0986121844785892
Gary Glitter	The Who	1.0986121844785892
Gary Glitter	Rob Zombie	1.0986121844785892
Gene Vincent	rock music	1.1482273203968438
Gene Vincent	Ian Dury	1.1482273203968438
Gene Vincent	Linda Ronstadt	1.1482273203968438
Gene Vincent	Little Richard	1.1482273203968438
Gene Vincent	The White Stripes	1.1482273203968438
Gene Vincent	The Beatles	1.1482273203968438
Genesis (band)	Keane (band)	4.02177885644149
Genesis (band)	Simple Minds	4.02177885644149
Genesis (band)	Heart (band)	4.02177885644149
Genesis (band)	Mike and the Mechanics	4.02177885644149
Genesis (band)	Van Halen	4.02177885644149
Genesis (band)	rock music	4.02177885644149
Genesis (band)	Stone Sour	4.02177885644149
Genesis (band)	The Animals	4.02177885644149
Genesis (band)	Queen (band)	4.02177885644149
Genesis (band)	Jethro Tull (band)	4.02177885644149
Genesis (band)	The Moody Blues	4.02177885644149
Genesis (band)	Pink Floyd	4.02177885644149
Genesis (band)	Phil Collins	4.02177885644149
Genesis (band)	Rush (band)	4.02177885644149
Genesis (band)	Jeff Buckley	4.02177885644149
Genesis (band)	Mudvayne	4.02177885644149
Genesis (band)	The Who	4.02177885644149
Genesis (band)	Kansas (band)	4.02177885644149
Genesis (band)	Ozzy Osbourne	4.02177885644149
Genesis (band)	Robert Plant	4.02177885644149
Genesis (band)	Iron Maiden	4.02177885644149
Genesis (band)	Ringo Starr	4.02177885644149
Genesis (band)	Ghost (Swedish band)	4.02177885644149
Genesis (band)	Peter Gabriel	4.02177885644149
George Harrison	Tom Petty	2.429267391953382
George Harrison	Sheryl Crow	2.429267391953382
George Harrison	Paul McCartney	2.429267391953382
George Harrison	The Moody Blues	2.429267391953382
George Harrison	Tom Petty and the Heartbreakers	2.429267391953382
George Harrison	Jimi Hendrix	2.429267391953382
George Harrison	Roy Orbison	2.429267391953382
George Harrison	Phil Collins	2.429267391953382
George Harrison	The Band	2.429267391953382
George Harrison	The Monkees	2.429267391953382
George Harrison	John Fogerty	2.429267391953382
George Harrison	Peter Frampton	2.429267391953382
George Harrison	Traveling Wilburys	2.429267391953382
George Harrison	Joe Cocker	2.429267391953382
George Harrison	Paul McCartney and Wings	2.429267391953382
George Harrison	Pixies (band)	2.429267391953382
George Harrison	Harry Nilsson	2.429267391953382
George Harrison	Little Richard	2.429267391953382
George Harrison	The Beatles	2.429267391953382
George Harrison	Steve Winwood	2.429267391953382
George Harrison	Neil Young	2.429267391953382
George Harrison	Van Morrison	2.429267391953382
George Harrison	John Lennon	2.429267391953382
George Harrison	Ringo Starr	2.429267391953382
George Harrison	James Taylor	2.429267391953382
George Harrison	Toto (band)	2.429267391953382
George Harrison	The Lovin' Spoonful	2.429267391953382
George Harrison	Peter Gabriel	2.429267391953382
George Thorogood	rock music	1.020947601921373
George Thorogood	Joe Walsh	1.020947601921373
George Thorogood	Joe Cocker	1.020947601921373
Ghost (Swedish band)	Judas Priest	1.226459350051335
Ghost (Swedish band)	The Rolling Stones	1.226459350051335
Ghost (Swedish band)	Slayer	1.226459350051335
Ghost (Swedish band)	Guns N' Roses	1.226459350051335
Ghost (Swedish band)	Metallica	1.226459350051335
Ghost (Swedish band)	Volbeat	1.226459350051335
Ghost (Swedish band)	rock music	1.226459350051335
Ghost (Swedish band)	Iron Maiden	1.226459350051335
Ghost (Swedish band)	Uriah Heep (band)	1.226459350051335
Ghost (Swedish band)	Pink Floyd	1.226459350051335
Ghost (Swedish band)	Nirvana (band)	1.226459350051335
Ghost (Swedish band)	Trivium (band)	1.226459350051335
Ghost (Swedish band)	Kiss (band)	1.226459350051335
Gin Blossoms	Smash Mouth	1.080766040174401
Gin Blossoms	Kiss (band)	1.080766040174401
Glenn Frey	Linda Ronstadt	1.0221617149847517
Glenn Frey	Joe Walsh	1.0221617149847517
Glenn Frey	Little River Band	1.0221617149847517
Glenn Frey	Jackson Browne	1.0221617149847517
Godsmack	Mötley Crüe	1.632343863522217
Godsmack	Led Zeppelin	1.632343863522217
Godsmack	Puddle of Mudd	1.632343863522217
Godsmack	Skillet (band)	1.632343863522217
Godsmack	rock music	1.632343863522217
Godsmack	Stone Sour	1.632343863522217
Godsmack	Rush (band)	1.632343863522217
Godsmack	Pantera	1.632343863522217
Godsmack	Judas Priest	1.632343863522217
Godsmack	Limp Bizkit	1.632343863522217
Godsmack	Metallica	1.632343863522217
Godsmack	Papa Roach	1.632343863522217
Godsmack	Shinedown	1.632343863522217
Godsmack	Three Days Grace	1.632343863522217
Godsmack	Staind	1.632343863522217
Golden Earring	rock music	1.0660314195605731
Golden Earring	Led Zeppelin	1.0660314195605731
Golden Earring	Iron Maiden	1.0660314195605731
Golden Earring	Santana (band)	1.0660314195605731
Golden Earring	Jimi Hendrix	1.0660314195605731
Golden Earring	Rush (band)	1.0660314195605731
Golden Earring	Kiss (band)	1.0660314195605731
Goo Goo Dolls	rock music	1.3819961484529188
Goo Goo Dolls	Lifehouse (band)	1.3819961484529188
Goo Goo Dolls	Supertramp	1.3819961484529188
Goo Goo Dolls	Matchbox Twenty	1.3819961484529188
Good Charlotte	The Cure	1.3483984047839193
Good Charlotte	Sex Pistols	1.3483984047839193
Good Charlotte	Green Day	1.3483984047839193
Good Charlotte	The Smiths	1.3483984047839193
Good Charlotte	The Offspring	1.3483984047839193
Good Charlotte	rock music	1.3483984047839193
Good Charlotte	Sum 41	1.3483984047839193
Good Charlotte	The Clash	1.3483984047839193
Good Charlotte	Linkin Park	1.3483984047839193
Good Charlotte	No Doubt	1.3483984047839193
Good Charlotte	Silverchair	1.3483984047839193
Good Charlotte	Social Distortion	1.3483984047839193
Good Charlotte	Simple Plan	1.3483984047839193
Good Charlotte	The Used	1.3483984047839193
Good Charlotte	Tenacious D	1.3483984047839193
Grand Funk Railroad	rock music	1.0816604876202331
Grand Funk Railroad	Twisted Sister	1.0816604876202331
Grand Funk Railroad	Queens of the Stone Age	1.0816604876202331
Grand Funk Railroad	The Beach Boys	1.0816604876202331
Grand Funk Railroad	Peter Frampton	1.0816604876202331
Grand Funk Railroad	Kiss (band)	1.0816604876202331
Grateful Dead	Tom Petty	2.6629750618672015
Grateful Dead	Meat Loaf	2.6629750618672015
Grateful Dead	Janis Joplin	2.6629750618672015
