src	trg	weight
10 Years (band)	Shinedown	1.13371077983579
10 Years (band)	Highly Suspect	1.13371077983579
10 Years (band)	Disturbed (band)	1.13371077983579
10 Years (band)	Theory of a Deadman	1.13371077983579
10 Years (band)	Linkin Park	1.13371077983579
10 Years (band)	Puddle of Mudd	1.13371077983579
10 Years (band)	Stone Temple Pilots	1.13371077983579
10 Years (band)	Thousand Foot Krutch	1.13371077983579
10 Years (band)	Alice in Chains	1.13371077983579
10 Years (band)	Korn	1.13371077983579
10 Years (band)	Breaking Benjamin	1.13371077983579
10 Years (band)	Mudvayne	1.13371077983579
10 Years (band)	Flyleaf (band)	1.13371077983579
10 Years (band)	Deftones	1.13371077983579
10cc	Steely Dan	1.6161615314728524
10cc	The Police	1.6161615314728524
10cc	The Yardbirds	1.6161615314728524
10cc	Roxy Music	1.6161615314728524
10cc	Paul McCartney	1.6161615314728524
10cc	Duran Duran	1.6161615314728524
10cc	Herman's Hermits	1.6161615314728524
10cc	ABBA	1.6161615314728524
10cc	The Hollies	1.6161615314728524
10cc	rock music	1.6161615314728524
10cc	Frank Zappa	1.6161615314728524
10cc	The Clash	1.6161615314728524
10cc	Queen (band)	1.6161615314728524
10cc	Jethro Tull (band)	1.6161615314728524
10cc	Simon & Garfunkel	1.6161615314728524
10cc	Ringo Starr	1.6161615314728524
10cc	Asia (band)	1.6161615314728524
10cc	Ramones	1.6161615314728524
10cc	The Moody Blues	1.6161615314728524
10cc	Eric Clapton	1.6161615314728524
10cc	Toto (band)	1.6161615314728524
10cc	George Harrison	1.6161615314728524
10cc	Electric Light Orchestra	1.6161615314728524
10cc	Peter Gabriel	1.6161615314728524
3 Doors Down	Alter Bridge	1.6043778994583646
3 Doors Down	Creed (band)	1.6043778994583646
3 Doors Down	Puddle of Mudd	1.6043778994583646
3 Doors Down	Days of the New	1.6043778994583646
3 Doors Down	Pop Evil	1.6043778994583646
3 Doors Down	Bob Seger	1.6043778994583646
3 Doors Down	ZZ Top	1.6043778994583646
3 Doors Down	Train (band)	1.6043778994583646
3 Doors Down	Flyleaf (band)	1.6043778994583646
3 Doors Down	Daughtry (band)	1.6043778994583646
3 Doors Down	Shinedown	1.6043778994583646
3 Doors Down	rock music	1.6043778994583646
3 Doors Down	Seether	1.6043778994583646
3 Doors Down	Staind	1.6043778994583646
3 Doors Down	Nickelback	1.6043778994583646
3 Doors Down	Finger Eleven	1.6043778994583646
3 Doors Down	Collective Soul	1.6043778994583646
3 Doors Down	Rush (band)	1.6043778994583646
3 Doors Down	Breaking Benjamin	1.6043778994583646
3 Doors Down	Hinder	1.6043778994583646
3 Doors Down	Lynyrd Skynyrd	1.6043778994583646
3 Doors Down	Kiss (band)	1.6043778994583646
311 (band)	Jane's Addiction	1.866560599523385
311 (band)	The Cure	1.866560599523385
311 (band)	Led Zeppelin	1.866560599523385
311 (band)	The Rolling Stones	1.866560599523385
311 (band)	Red Hot Chili Peppers	1.866560599523385
311 (band)	Emerson, Lake & Palmer	1.866560599523385
311 (band)	Awolnation	1.866560599523385
311 (band)	The Offspring	1.866560599523385
311 (band)	Papa Roach	1.866560599523385
311 (band)	Sublime with Rome	1.866560599523385
311 (band)	rock music	1.866560599523385
311 (band)	The Clash	1.866560599523385
311 (band)	Billy Joel	1.866560599523385
311 (band)	John Lennon	1.866560599523385
311 (band)	Faith No More	1.866560599523385
311 (band)	Incubus (band)	1.866560599523385
311 (band)	Korn	1.866560599523385
311 (band)	Pink Floyd	1.866560599523385
311 (band)	Asia (band)	1.866560599523385
311 (band)	Yes (band)	1.866560599523385
311 (band)	Anthrax (American band)	1.866560599523385
311 (band)	Deftones	1.866560599523385
38 Special (band)	Journey (band)	1.5580890102455518
38 Special (band)	Golden Earring	1.5580890102455518
38 Special (band)	Survivor (band)	1.5580890102455518
38 Special (band)	Lynyrd Skynyrd	1.5580890102455518
38 Special (band)	REO Speedwagon	1.5580890102455518
38 Special (band)	Bon Jovi	1.5580890102455518
38 Special (band)	Bryan Adams	1.5580890102455518
38 Special (band)	rock music	1.5580890102455518
38 Special (band)	Billy Joel	1.5580890102455518
38 Special (band)	Ted Nugent	1.5580890102455518
38 Special (band)	Huey Lewis and the News	1.5580890102455518
38 Special (band)	Kid Rock	1.5580890102455518
38 Special (band)	Styx (band)	1.5580890102455518
38 Special (band)	Jefferson Starship	1.5580890102455518
38 Special (band)	Grand Funk Railroad	1.5580890102455518
38 Special (band)	Kansas (band)	1.5580890102455518
38 Special (band)	Peter Frampton	1.5580890102455518
38 Special (band)	Kiss (band)	1.5580890102455518
A Perfect Circle	Rage Against the Machine	1.2694946755629744
A Perfect Circle	The Cure	1.2694946755629744
A Perfect Circle	Weezer	1.2694946755629744
A Perfect Circle	Led Zeppelin	1.2694946755629744
A Perfect Circle	Pixies (band)	1.2694946755629744
A Perfect Circle	Queens of the Stone Age	1.2694946755629744
A Perfect Circle	Ozzy Osbourne	1.2694946755629744
A Perfect Circle	Guns N' Roses	1.2694946755629744
A Perfect Circle	Nine Inch Nails	1.2694946755629744
A Perfect Circle	Primus (band)	1.2694946755629744
A Perfect Circle	Foo Fighters	1.2694946755629744
A Perfect Circle	Depeche Mode	1.2694946755629744
A Perfect Circle	John Lennon	1.2694946755629744
A Perfect Circle	Queen (band)	1.2694946755629744
A Perfect Circle	The Smashing Pumpkins	1.2694946755629744
A Perfect Circle	Seether	1.2694946755629744
A Perfect Circle	Our Lady Peace	1.2694946755629744
A Perfect Circle	Velvet Revolver	1.2694946755629744
A Perfect Circle	System of a Down	1.2694946755629744
A Perfect Circle	Marilyn Manson (band)	1.2694946755629744
A Perfect Circle	Tool (band)	1.2694946755629744
A Perfect Circle	Adam Ant	1.2694946755629744
A Perfect Circle	Deftones	1.2694946755629744
A Perfect Circle	Evanescence	1.2694946755629744
ABBA	Led Zeppelin	1.2784377971640881
ABBA	The Beatles	1.2784377971640881
ABBA	Bee Gees	1.2784377971640881
ABBA	Foo Fighters	1.2784377971640881
ABBA	Queen (band)	1.2784377971640881
ABBA	Genesis (band)	1.2784377971640881
ABBA	Robert Plant	1.2784377971640881
ABBA	Iron Maiden	1.2784377971640881
ABBA	Scorpions (band)	1.2784377971640881
ABBA	Sublime (band)	1.2784377971640881
ABBA	Ghost (Swedish band)	1.2784377971640881
ABBA	Elvis Costello	1.2784377971640881
ABBA	Phil Collins	1.2784377971640881
ABBA	Tenacious D	1.2784377971640881
ABBA	Electric Light Orchestra	1.2784377971640881
ABBA	Sam Fender	1.2784377971640881
ABBA	Kiss (band)	1.2784377971640881
ABBA	U2	1.2784377971640881
AC/DC	Chuck Berry	4.227385445670377
AC/DC	Aerosmith	4.227385445670377
AC/DC	Bon Jovi	4.227385445670377
AC/DC	The White Stripes	4.227385445670377
AC/DC	White Zombie (band)	4.227385445670377
AC/DC	Volbeat	4.227385445670377
AC/DC	Dio (band)	4.227385445670377
AC/DC	Audioslave	4.227385445670377
AC/DC	Pantera	4.227385445670377
AC/DC	Judas Priest	4.227385445670377
AC/DC	Rage Against the Machine	4.227385445670377
AC/DC	Slayer	4.227385445670377
AC/DC	Ozzy Osbourne	4.227385445670377
AC/DC	Little Richard	4.227385445670377
AC/DC	Whitesnake	4.227385445670377
AC/DC	INXS	4.227385445670377
AC/DC	Duran Duran	4.227385445670377
AC/DC	The Cult	4.227385445670377
AC/DC	The Pretty Reckless	4.227385445670377
AC/DC	Robert Plant	4.227385445670377
AC/DC	Megadeth	4.227385445670377
AC/DC	Scorpions (band)	4.227385445670377
AC/DC	Sepultura	4.227385445670377
AC/DC	Asia (band)	4.227385445670377
AC/DC	Sting (musician)	4.227385445670377
AC/DC	Styx (band)	4.227385445670377
AC/DC	Hinder	4.227385445670377
AC/DC	Boston (band)	4.227385445670377
AC/DC	The Black Crowes	4.227385445670377
AC/DC	Foreigner (band)	4.227385445670377
AC/DC	Oasis (band)	4.227385445670377
AC/DC	Jane's Addiction	4.227385445670377
AC/DC	Dropkick Murphys	4.227385445670377
AC/DC	Puddle of Mudd	4.227385445670377
AC/DC	Accept (band)	4.227385445670377
AC/DC	Cheap Trick	4.227385445670377
AC/DC	The Sweet	4.227385445670377
AC/DC	P.O.D.	4.227385445670377
AC/DC	Twisted Sister	4.227385445670377
AC/DC	rock music	4.227385445670377
AC/DC	Black Sabbath	4.227385445670377
AC/DC	Slade	4.227385445670377
AC/DC	Rush (band)	4.227385445670377
AC/DC	Elton John	4.227385445670377
AC/DC	Alice Cooper	4.227385445670377
AC/DC	Anthrax (American band)	4.227385445670377
AC/DC	Deep Purple	4.227385445670377
AC/DC	Def Leppard	4.227385445670377
AC/DC	Alice in Chains	4.227385445670377
AC/DC	Guns N' Roses	4.227385445670377
AC/DC	Metallica	4.227385445670377
AC/DC	Buckcherry	4.227385445670377
AC/DC	Lou Reed	4.227385445670377
AC/DC	Sum 41	4.227385445670377
AC/DC	Ted Nugent	4.227385445670377
AC/DC	Billy Joel	4.227385445670377
AC/DC	Queensrÿche	4.227385445670377
AC/DC	Thin Lizzy	4.227385445670377
AC/DC	The Velvet Underground	4.227385445670377
AC/DC	Drowning Pool	4.227385445670377
AC/DC	Marilyn Manson (band)	4.227385445670377
AC/DC	My Chemical Romance	4.227385445670377
AC/DC	Kiss (band)	4.227385445670377
AFI (band)	David Bowie	1.1843680377737156
AFI (band)	Pantera	1.1843680377737156
AFI (band)	The Cure	1.1843680377737156
AFI (band)	Coheed and Cambria	1.1843680377737156
AFI (band)	Green Day	1.1843680377737156
AFI (band)	Panic! at the Disco	1.1843680377737156
AFI (band)	Paramore	1.1843680377737156
AFI (band)	Black Veil Brides	1.1843680377737156
AFI (band)	Joy Division	1.1843680377737156
AFI (band)	Guns N' Roses	1.1843680377737156
AFI (band)	Metallica	1.1843680377737156
AFI (band)	Echo & the Bunnymen	1.1843680377737156
AFI (band)	My Chemical Romance	1.1843680377737156
AFI (band)	The Offspring	1.1843680377737156
AFI (band)	Rise Against	1.1843680377737156
Accept (band)	Damn Yankees (band)	1.21513649448305
Accept (band)	Judas Priest	1.21513649448305
Accept (band)	Pantera	1.21513649448305
Accept (band)	Five Finger Death Punch	1.21513649448305
Accept (band)	Soundgarden	1.21513649448305
Accept (band)	Alice in Chains	1.21513649448305
Accept (band)	Slayer	1.21513649448305
Accept (band)	Ozzy Osbourne	1.21513649448305
Accept (band)	W.A.S.P. (band)	1.21513649448305
Accept (band)	Guns N' Roses	1.21513649448305
Accept (band)	Metallica	1.21513649448305
Accept (band)	Volbeat	1.21513649448305
Accept (band)	Stone Sour	1.21513649448305
Accept (band)	Queensrÿche	1.21513649448305
Accept (band)	Quiet Riot	1.21513649448305
Accept (band)	Megadeth	1.21513649448305
Accept (band)	Iron Maiden	1.21513649448305
Accept (band)	Scorpions (band)	1.21513649448305
Accept (band)	The Smashing Pumpkins	1.21513649448305
Accept (band)	Uriah Heep (band)	1.21513649448305
Accept (band)	Anthrax (American band)	1.21513649448305
Accept (band)	Deep Purple	1.21513649448305
Adam Ant	Oasis (band)	1.187700894943555
Adam Ant	rock music	1.187700894943555
Adam Ant	Eddie Cochran	1.187700894943555
Adam Ant	Billy Idol	1.187700894943555
Adam Ant	Rod Stewart	1.187700894943555
Adam Ant	Sex Pistols	1.187700894943555
Adam Ant	Roxy Music	1.187700894943555
Adam Ant	Gene Vincent	1.187700894943555
Adam Ant	Paul McCartney	1.187700894943555
Adam Ant	T. Rex (band)	1.187700894943555
Adam Ant	Phil Collins	1.187700894943555
Adam Ant	Morrissey	1.187700894943555
Adam Ant	Stevie Nicks	1.187700894943555
Adam Ant	Nine Inch Nails	1.187700894943555
Adam Ant	Duran Duran	1.187700894943555
Adam Ant	Iggy Pop	1.187700894943555
Aerosmith	Radiohead	6.099080565976142
Aerosmith	Green Day	6.099080565976142
Aerosmith	Heart (band)	6.099080565976142
Aerosmith	Greta Van Fleet	6.099080565976142
Aerosmith	ZZ Top	6.099080565976142
Aerosmith	Jimi Hendrix	6.099080565976142
Aerosmith	Collective Soul	6.099080565976142
Aerosmith	Cinderella (band)	6.099080565976142
Aerosmith	Sly and the Family Stone	6.099080565976142
Aerosmith	Pantera	6.099080565976142
Aerosmith	Golden Earring	6.099080565976142
Aerosmith	Limp Bizkit	6.099080565976142
Aerosmith	Harry Nilsson	6.099080565976142
Aerosmith	Slayer	6.099080565976142
Aerosmith	Pearl Jam	6.099080565976142
Aerosmith	The Beatles	6.099080565976142
Aerosmith	The Cult	6.099080565976142
Aerosmith	Papa Roach	6.099080565976142
Aerosmith	Megadeth	6.099080565976142
Aerosmith	Hinder	6.099080565976142
Aerosmith	Boston (band)	6.099080565976142
Aerosmith	The Black Crowes	6.099080565976142
Aerosmith	U2	6.099080565976142
Aerosmith	Foreigner (band)	6.099080565976142
Aerosmith	Mötley Crüe	6.099080565976142
Aerosmith	Chicago (band)	6.099080565976142
Aerosmith	New York Dolls	6.099080565976142
Aerosmith	Ratt	6.099080565976142
Aerosmith	Dropkick Murphys	6.099080565976142
Aerosmith	Led Zeppelin	6.099080565976142
Aerosmith	Cheap Trick	6.099080565976142
Aerosmith	The Sweet	6.099080565976142
Aerosmith	Black Veil Brides	6.099080565976142
Aerosmith	Tesla (band)	6.099080565976142
Aerosmith	Train (band)	6.099080565976142
Aerosmith	Saliva (band)	6.099080565976142
Aerosmith	Twisted Sister	6.099080565976142
Aerosmith	Evanescence	6.099080565976142
Aerosmith	Van Halen	6.099080565976142
Aerosmith	rock music	6.099080565976142
Aerosmith	Skid Row (American band)	6.099080565976142
Aerosmith	Extreme (band)	6.099080565976142
Aerosmith	Stone Temple Pilots	6.099080565976142
Aerosmith	Slade	6.099080565976142
Aerosmith	Rush (band)	6.099080565976142
Aerosmith	Alice Cooper	6.099080565976142
Aerosmith	Godsmack	6.099080565976142
Aerosmith	Trivium (band)	6.099080565976142
Aerosmith	Deep Purple	6.099080565976142
Aerosmith	Def Leppard	6.099080565976142
Aerosmith	Alice in Chains	6.099080565976142
Aerosmith	Lenny Kravitz	6.099080565976142
Aerosmith	Warrant (American band)	6.099080565976142
Aerosmith	Chris Cornell	6.099080565976142
Aerosmith	Guns N' Roses	6.099080565976142
Aerosmith	Joan Jett	6.099080565976142
Aerosmith	Metallica	6.099080565976142
Aerosmith	Run-DMC	6.099080565976142
Aerosmith	Ted Nugent	6.099080565976142
Aerosmith	Thin Lizzy	6.099080565976142
Aerosmith	Faith No More	6.099080565976142
Aerosmith	Kid Rock	6.099080565976142
Aerosmith	Staind	6.099080565976142
Aerosmith	Velvet Revolver	6.099080565976142
Aerosmith	Nirvana (band)	6.099080565976142
Aerosmith	Kiss (band)	6.099080565976142
Aerosmith	The J. Geils Band	6.099080565976142
Air Supply	Chicago (band)	1.0304114272859108
Air Supply	Meat Loaf	1.0304114272859108
Air Supply	Rod Stewart	1.0304114272859108
Air Supply	Little River Band	1.0304114272859108
Air Supply	The Doobie Brothers	1.0304114272859108
Air Supply	Cold Chisel	1.0304114272859108
Alanis Morissette	Rage Against the Machine	1.9589490940502632
Alanis Morissette	Radiohead	1.9589490940502632
Alanis Morissette	Jane's Addiction	1.9589490940502632
Alanis Morissette	The Police	1.9589490940502632
Alanis Morissette	The Rolling Stones	1.9589490940502632
Alanis Morissette	Limp Bizkit	1.9589490940502632
Alanis Morissette	Red Hot Chili Peppers	1.9589490940502632
Alanis Morissette	Tracy Chapman	1.9589490940502632
Alanis Morissette	The Pretty Reckless	1.9589490940502632
Alanis Morissette	Neil Young	1.9589490940502632
Alanis Morissette	Foo Fighters	1.9589490940502632
Alanis Morissette	Matchbox Twenty	1.9589490940502632
Alanis Morissette	Garbage (band)	1.9589490940502632
Alanis Morissette	No Doubt	1.9589490940502632
Alanis Morissette	Ringo Starr	1.9589490940502632
Alanis Morissette	Our Lady Peace	1.9589490940502632
Alanis Morissette	Barenaked Ladies	1.9589490940502632
Alanis Morissette	Audioslave	1.9589490940502632
Alanis Morissette	Smash Mouth	1.9589490940502632
Alanis Morissette	Dave Matthews Band	1.9589490940502632
Alanis Morissette	Avril Lavigne	1.9589490940502632
Alice Cooper	Linda Ronstadt	9.451907692260102
Alice Cooper	White Zombie (band)	9.451907692260102
Alice Cooper	ZZ Top	9.451907692260102
Alice Cooper	The Flaming Lips	9.451907692260102
Alice Cooper	Queen (band)	9.451907692260102
Alice Cooper	Blondie (band)	9.451907692260102
Alice Cooper	Pink Floyd	9.451907692260102
Alice Cooper	Blue Öyster Cult	9.451907692260102
Alice Cooper	Motörhead	9.451907692260102
Alice Cooper	Supertramp	9.451907692260102
Alice Cooper	Rob Zombie	9.451907692260102
Alice Cooper	The Black Keys	9.451907692260102
Alice Cooper	Damn Yankees (band)	9.451907692260102
Alice Cooper	Judas Priest	9.451907692260102
Alice Cooper	Joe Satriani	9.451907692260102
Alice Cooper	Harry Nilsson	9.451907692260102
Alice Cooper	Ozzy Osbourne	9.451907692260102
Alice Cooper	Whitesnake	9.451907692260102
Alice Cooper	Filter (band)	9.451907692260102
Alice Cooper	Duran Duran	9.451907692260102
Alice Cooper	The Cult	9.451907692260102
Alice Cooper	Foo Fighters	9.451907692260102
Alice Cooper	Frank Zappa	9.451907692260102
Alice Cooper	Bryan Adams	9.451907692260102
Alice Cooper	John Lennon	9.451907692260102
Alice Cooper	Megadeth	9.451907692260102
Alice Cooper	Iron Maiden	9.451907692260102
Alice Cooper	Scorpions (band)	9.451907692260102
Alice Cooper	Asia (band)	9.451907692260102
Alice Cooper	Ghost (Swedish band)	9.451907692260102
Alice Cooper	Steve Vai	9.451907692260102
Alice Cooper	Toto (band)	9.451907692260102
Alice Cooper	Edgar Winter	9.451907692260102
Alice Cooper	Jackson Browne	9.451907692260102
Alice Cooper	U2	9.451907692260102
Alice Cooper	Creed (band)	9.451907692260102
Alice Cooper	Jane's Addiction	9.451907692260102
Alice Cooper	Mötley Crüe	9.451907692260102
Alice Cooper	New York Dolls	9.451907692260102
Alice Cooper	Stevie Ray Vaughan	9.451907692260102
Alice Cooper	Led Zeppelin	9.451907692260102
Alice Cooper	Meat Loaf	9.451907692260102
Alice Cooper	Bob Dylan	9.451907692260102
Alice Cooper	The Sweet	9.451907692260102
Alice Cooper	Paul McCartney	9.451907692260102
Alice Cooper	Black Veil Brides	9.451907692260102
Alice Cooper	Tesla (band)	9.451907692260102
Alice Cooper	Nine Inch Nails	9.451907692260102
Alice Cooper	Twisted Sister	9.451907692260102
Alice Cooper	Donovan	9.451907692260102
Alice Cooper	David Bowie	9.451907692260102
Alice Cooper	Marilyn Manson	9.451907692260102
Alice Cooper	rock music	9.451907692260102
Alice Cooper	Billy Squier	9.451907692260102
Alice Cooper	Quiet Riot	9.451907692260102
Alice Cooper	Don Henley	9.451907692260102
Alice Cooper	Slade	9.451907692260102
Alice Cooper	The Lumineers	9.451907692260102
Alice Cooper	Elton John	9.451907692260102
Alice Cooper	Deep Purple	9.451907692260102
Alice Cooper	Great White	9.451907692260102
Alice Cooper	Black Stone Cherry	9.451907692260102
Alice Cooper	Def Leppard	9.451907692260102
Alice Cooper	Sex Pistols	9.451907692260102
Alice Cooper	Chris Cornell	9.451907692260102
Alice Cooper	Warrant (American band)	9.451907692260102
Alice Cooper	Guns N' Roses	9.451907692260102
Alice Cooper	Joan Jett	9.451907692260102
Alice Cooper	Iggy Pop	9.451907692260102
Alice Cooper	Thirty Seconds to Mars	9.451907692260102
Alice Cooper	Lou Reed	9.451907692260102
Alice Cooper	Theory of a Deadman	9.451907692260102
Alice Cooper	Thin Lizzy	9.451907692260102
Alice Cooper	Alice Cooper (band)	9.451907692260102
Alice Cooper	Marilyn Manson (band)	9.451907692260102
Alice Cooper	Midnight Oil	9.451907692260102
Alice Cooper	Kiss (band)	9.451907692260102
Alice Cooper (band)	Jane's Addiction	1.4313868823690203
Alice Cooper (band)	The Doors	1.4313868823690203
Alice Cooper (band)	New York Dolls	1.4313868823690203
Alice Cooper (band)	The Yardbirds	1.4313868823690203
Alice Cooper (band)	Sex Pistols	1.4313868823690203
Alice Cooper (band)	The Rolling Stones	1.4313868823690203
Alice Cooper (band)	Cheap Trick	1.4313868823690203
Alice Cooper (band)	Chuck Berry	1.4313868823690203
Alice Cooper (band)	Ozzy Osbourne	1.4313868823690203
Alice Cooper (band)	White Zombie (band)	1.4313868823690203
Alice Cooper (band)	Guns N' Roses	1.4313868823690203
Alice Cooper (band)	The Beatles	1.4313868823690203
Alice Cooper (band)	Nine Inch Nails	1.4313868823690203
Alice Cooper (band)	Kiss (band)	1.4313868823690203
Alice Cooper (band)	The Beach Boys	1.4313868823690203
Alice Cooper (band)	Manfred Mann	1.4313868823690203
Alice Cooper (band)	rock music	1.4313868823690203
Alice Cooper (band)	Frank Zappa	1.4313868823690203
Alice Cooper (band)	Elvis Presley	1.4313868823690203
Alice Cooper (band)	Pink Floyd	1.4313868823690203
Alice Cooper (band)	Ramones	1.4313868823690203
Alice Cooper (band)	Blue Öyster Cult	1.4313868823690203
Alice Cooper (band)	Marilyn Manson (band)	1.4313868823690203
Alice Cooper (band)	The Who	1.4313868823690203
Alice in Chains	Bush (British band)	11.261557431260808
Alice in Chains	Avenged Sevenfold	11.261557431260808
Alice in Chains	Funkadelic	11.261557431260808
Alice in Chains	Heart (band)	11.261557431260808
Alice in Chains	ZZ Top	11.261557431260808
Alice in Chains	Hoobastank	11.261557431260808
Alice in Chains	Dallas Green (musician)	11.261557431260808
Alice in Chains	Disturbed (band)	11.261557431260808
Alice in Chains	Stone Sour	11.261557431260808
Alice in Chains	Queen (band)	11.261557431260808
Alice in Chains	Korn	11.261557431260808
Alice in Chains	Nickelback	11.261557431260808
Alice in Chains	Pink Floyd	11.261557431260808
Alice in Chains	Eddie Money	11.261557431260808
Alice in Chains	Blue Öyster Cult	11.261557431260808
Alice in Chains	Jimi Hendrix	11.261557431260808
Alice in Chains	Breaking Benjamin	11.261557431260808
Alice in Chains	Lamb of God (band)	11.261557431260808
Alice in Chains	Dio (band)	11.261557431260808
Alice in Chains	Audioslave	11.261557431260808
Alice in Chains	Deftones	11.261557431260808
Alice in Chains	Pantera	11.261557431260808
Alice in Chains	Pixies (band)	11.261557431260808
Alice in Chains	Slayer	11.261557431260808
Alice in Chains	Days of the New	11.261557431260808
Alice in Chains	Ozzy Osbourne	11.261557431260808
Alice in Chains	Pearl Jam	11.261557431260808
Alice in Chains	The Beatles	11.261557431260808
Alice in Chains	The Cult	11.261557431260808
Alice in Chains	Foo Fighters	11.261557431260808
Alice in Chains	Depeche Mode	11.261557431260808
Alice in Chains	Three Days Grace	11.261557431260808
Alice in Chains	Megadeth	11.261557431260808
Alice in Chains	Incubus (band)	11.261557431260808
Alice in Chains	Iron Maiden	11.261557431260808
Alice in Chains	Scorpions (band)	11.261557431260808
Alice in Chains	Sepultura	11.261557431260808
Alice in Chains	Ghost (Swedish band)	11.261557431260808
Alice in Chains	Finger Eleven	11.261557431260808
Alice in Chains	Tool (band)	11.261557431260808
Alice in Chains	Lynyrd Skynyrd	11.261557431260808
Alice in Chains	U2	11.261557431260808
Alice in Chains	Creed (band)	11.261557431260808
Alice in Chains	New York Dolls	11.261557431260808
Alice in Chains	Soundgarden	11.261557431260808
Alice in Chains	Led Zeppelin	11.261557431260808
Alice in Chains	Puddle of Mudd	11.261557431260808
Alice in Chains	Poison (American band)	11.261557431260808
Alice in Chains	Nine Inch Nails	11.261557431260808
Alice in Chains	Evanescence	11.261557431260808
Alice in Chains	David Bowie	11.261557431260808
Alice in Chains	Van Halen	11.261557431260808
Alice in Chains	rock music	11.261557431260808
Alice in Chains	Black Sabbath	11.261557431260808
Alice in Chains	Extreme (band)	11.261557431260808
Alice in Chains	Stone Temple Pilots	11.261557431260808
Alice in Chains	Jethro Tull (band)	11.261557431260808
Alice in Chains	Silverchair	11.261557431260808
Alice in Chains	Rush (band)	11.261557431260808
Alice in Chains	Elton John	11.261557431260808
Alice in Chains	Mudvayne	11.261557431260808
Alice in Chains	Godsmack	11.261557431260808
Alice in Chains	Anthrax (American band)	11.261557431260808
Alice in Chains	Deep Purple	11.261557431260808
Alice in Chains	R.E.M.	11.261557431260808
Alice in Chains	The Doors	11.261557431260808
Alice in Chains	Slipknot (band)	11.261557431260808
Alice in Chains	Queens of the Stone Age	11.261557431260808
Alice in Chains	Chris Cornell	11.261557431260808
Alice in Chains	Guns N' Roses	11.261557431260808
Alice in Chains	Metallica	11.261557431260808
Alice in Chains	Iggy Pop	11.261557431260808
Alice in Chains	Ted Nugent	11.261557431260808
Alice in Chains	Theory of a Deadman	11.261557431260808
Alice in Chains	Linkin Park	11.261557431260808
Alice in Chains	Thin Lizzy	11.261557431260808
Alice in Chains	Seether	11.261557431260808
Alice in Chains	Queensrÿche	11.261557431260808
Alice in Chains	Staind	11.261557431260808
Alice in Chains	Velvet Revolver	11.261557431260808
Alice in Chains	Drowning Pool	11.261557431260808
Alice in Chains	System of a Down	11.261557431260808
Alice in Chains	Nirvana (band)	11.261557431260808
Alice in Chains	Kiss (band)	11.261557431260808
Alter Bridge	Black Stone Cherry	1.536312670429972
Alter Bridge	Creed (band)	1.536312670429972
Alter Bridge	Led Zeppelin	1.536312670429972
Alter Bridge	Skillet (band)	1.536312670429972
Alter Bridge	Avenged Sevenfold	1.536312670429972
Alter Bridge	Bon Jovi	1.536312670429972
Alter Bridge	Filter (band)	1.536312670429972
Alter Bridge	Guns N' Roses	1.536312670429972
Alter Bridge	P.O.D.	1.536312670429972
Alter Bridge	Volbeat	1.536312670429972
Alter Bridge	Van Halen	1.536312670429972
Alter Bridge	Shinedown	1.536312670429972
Alter Bridge	Disturbed (band)	1.536312670429972
Alter Bridge	Three Days Grace	1.536312670429972
Alter Bridge	Theory of a Deadman	1.536312670429972
Alter Bridge	Linkin Park	1.536312670429972
Alter Bridge	Velvet Revolver	1.536312670429972
Alter Bridge	Pink Floyd	1.536312670429972
Alter Bridge	Lacuna Coil	1.536312670429972
Alter Bridge	Fuel (band)	1.536312670429972
Alter Bridge	Halestorm	1.536312670429972
Alter Bridge	Breaking Benjamin	1.536312670429972
Alter Bridge	Godsmack	1.536312670429972
Ambrosia (band)	Journey (band)	1.2264286716331365
Ambrosia (band)	The Alan Parsons Project	1.2264286716331365
Ambrosia (band)	rock music	1.2264286716331365
Ambrosia (band)	Kenny Loggins	1.2264286716331365
Ambrosia (band)	Eagles (band)	1.2264286716331365
Ambrosia (band)	America (band)	1.2264286716331365
Ambrosia (band)	Pink Floyd	1.2264286716331365
Ambrosia (band)	Fleetwood Mac	1.2264286716331365
Ambrosia (band)	Heart (band)	1.2264286716331365
Ambrosia (band)	Edgar Winter	1.2264286716331365
America (band)	Journey (band)	2.2975043626310354
America (band)	Steely Dan	2.2975043626310354
America (band)	Crosby, Stills, Nash & Young	2.2975043626310354
America (band)	The Mamas & the Papas	2.2975043626310354
America (band)	Christopher Cross	2.2975043626310354
America (band)	Bob Dylan	2.2975043626310354
America (band)	Three Dog Night	2.2975043626310354
America (band)	The Beatles	2.2975043626310354
America (band)	Pat Benatar	2.2975043626310354
America (band)	Little River Band	2.2975043626310354
America (band)	The Beach Boys	2.2975043626310354
America (band)	rock music	2.2975043626310354
America (band)	Supertramp	2.2975043626310354
America (band)	Eagles (band)	2.2975043626310354
America (band)	Elton John	2.2975043626310354
America (band)	Gin Blossoms	2.2975043626310354
America (band)	Toto (band)	2.2975043626310354
America (band)	Joe Walsh	2.2975043626310354
America (band)	George Harrison	2.2975043626310354
America (band)	The Who	2.2975043626310354
America (band)	Jackson Browne	2.2975043626310354
Anthrax (American band)	Jane's Addiction	2.4923634706707407
Anthrax (American band)	Ratt	2.4923634706707407
Anthrax (American band)	Meat Loaf	2.4923634706707407
Anthrax (American band)	Cheap Trick	2.4923634706707407
Anthrax (American band)	Avenged Sevenfold	2.4923634706707407
